Age_Group,Gender,City_Tier,Occupation,Platform,Gamer_Identity,Mechanical_Keyboard,Setup_Value,Preferred_Aesthetic,Keycap_Material,Color_Theme,Aesthetic_Importance,Interested_Keycaps,Interested_Cables,Interested_DeskMat,Interested_RGB,Discount_Preference,Expected_Spending,Purchase_Interest
26-30,Female,Tier 1,Working Professional,Mobile,1,No,50k-1L,RGB,PBT,Anime,5,1,0,0,1,10-20%,2963.0,Unlikely
40+,Male,Rural,Content Creator,Mobile,2,Yes,<20k,RGB,Not Sure,Anime,3,0,0,0,1,Free Accessory,2305.0,Very unlikely
26-30,Male,Tier 1,Freelancer,PC,3,No,<20k,Professional,ABS,RGB,3,0,0,1,0,5-10%,3702.0,Unlikely
21-25,Female,Tier 3,Freelancer,PC,2,No,<20k,Gaming,Metal,RGB,4,0,1,0,0,20-30%,2834.0,Unlikely
16-20,Male,Tier 1,Freelancer,PC,5,No,1L-2L,Professional,ABS,Custom,4,0,1,0,0,20-30%,3589.0,Neutral
21-25,Male,Tier 3,Working Professional,PC,3,No,20k-50k,Gaming,PBT,RGB,5,0,1,1,0,5-10%,4132.0,Neutral
21-25,Male,Tier 1,Working Professional,PC,1,Yes,20k-50k,Anime,PBT,Custom,1,1,0,1,0,10-20%,1700.0,Very unlikely
40+,Male,Tier 2,Content Creator,PC,3,No,20k-50k,RGB,PBT,White,4,0,0,1,1,20-30%,3314.0,Unlikely
16-20,Male,Tier 3,Student,PC,5,Yes,50k-1L,Anime,Not Sure,Custom,5,0,0,1,0,5-10%,4709.0,Neutral
16-20,Female,Tier 3,Working Professional,Console,5,Yes,1L-2L,Anime,Metal,RGB,5,1,0,0,0,5-10%,4496.0,Likely
16-20,Male,Tier 3,Content Creator,PC,2,Yes,<20k,RGB,PBT,Dark,5,1,1,1,0,Free Accessory,3117.0,Neutral
16-20,Male,Tier 3,Content Creator,Multiple,2,No,50k-1L,Anime,PBT,RGB,5,0,0,0,1,Free Accessory,3236.0,Unlikely
16-20,Male,Tier 3,Student,Multiple,4,No,20k-50k,Minimal,PBT,Anime,5,0,1,0,0,10-20%,4083.0,Neutral
40+,Male,Tier 1,Freelancer,Console,3,No,<20k,Gaming,ABS,RGB,3,1,1,1,0,10-20%,3115.0,Unlikely
26-30,Female,Tier 1,Content Creator,PC,4,No,1L-2L,Professional,PBT,White,2,0,0,0,1,10-20%,2630.0,Unlikely
21-25,Male,Tier 1,Content Creator,PC,5,No,2L+,RGB,ABS,Custom,2,1,1,0,1,5-10%,3614.0,Neutral
16-20,Male,Tier 1,Content Creator,PC,2,No,20k-50k,Minimal,PBT,Anime,5,0,0,1,0,5-10%,4694.0,Unlikely
26-30,Male,Tier 1,Freelancer,Mobile,2,No,20k-50k,Professional,ABS,Custom,4,0,0,1,1,Free Accessory,2995.0,Unlikely
26-30,Male,Tier 2,Freelancer,Console,2,No,20k-50k,Professional,Not Sure,Custom,1,0,0,1,0,20-30%,2533.0,Very unlikely
21-25,Female,Tier 1,Student,Mobile,1,Yes,20k-50k,Professional,Not Sure,RGB,5,0,0,0,0,10-20%,2546.0,Unlikely
40+,Female,Tier 2,Working Professional,Multiple,5,Yes,<20k,Anime,ABS,Dark,1,1,1,0,1,Bundle,4162.0,Neutral
31-40,Male,Tier 1,Freelancer,PC,2,No,1L-2L,Anime,Metal,Anime,3,1,1,1,0,10-20%,3128.0,Unlikely
31-40,Male,Tier 1,Working Professional,Console,5,No,50k-1L,Anime,Metal,White,2,0,0,1,1,Free Accessory,4680.0,Unlikely
26-30,Male,Tier 2,Working Professional,PC,2,No,<20k,Anime,ABS,White,3,0,1,1,1,5-10%,2310.0,Unlikely
21-25,Male,Tier 3,Freelancer,PC,3,No,1L-2L,Minimal,Not Sure,Dark,4,0,1,1,1,Free Accessory,4129.0,Unlikely
31-40,Male,Tier 2,Content Creator,PC,5,Yes,50k-1L,Anime,ABS,Dark,4,0,1,1,1,Free Accessory,5259.0,Neutral
26-30,Male,Tier 2,Student,PC,4,No,20k-50k,RGB,Metal,RGB,5,1,0,1,0,Free Accessory,4520.0,Neutral
40+,Male,Tier 1,Working Professional,Mobile,1,No,1L-2L,Professional,ABS,White,4,1,0,1,0,Bundle,2434.0,Unlikely
31-40,Male,Tier 2,Content Creator,PC,4,Yes,20k-50k,Minimal,Not Sure,Anime,4,0,0,0,0,Bundle,3637.0,Unlikely
26-30,Female,Tier 1,Freelancer,Console,5,No,1L-2L,Anime,Metal,Dark,3,1,1,1,1,10-20%,4043.0,Neutral
26-30,Prefer not to say,Tier 1,Working Professional,Mobile,2,Yes,2L+,Professional,Metal,Dark,1,1,0,1,0,5-10%,3194.0,Very unlikely
16-20,Male,Tier 2,Working Professional,Mobile,5,No,20k-50k,Minimal,PBT,Dark,2,0,0,1,1,Free Accessory,3939.0,Unlikely
40+,Female,Tier 1,Working Professional,PC,1,Yes,20k-50k,Professional,PBT,Anime,4,0,0,1,0,20-30%,1993.0,Very unlikely
16-20,Male,Tier 1,Content Creator,Mobile,5,No,20k-50k,Minimal,Metal,White,4,0,0,0,1,10-20%,4210.0,Neutral
21-25,Male,Rural,Content Creator,Console,2,No,<20k,Gaming,Metal,Anime,3,1,0,1,0,10-20%,3375.0,Unlikely
16-20,Female,Rural,Content Creator,PC,4,Yes,50k-1L,Minimal,ABS,Anime,2,1,0,0,0,Free Accessory,3699.0,Unlikely
16-20,Female,Tier 1,Working Professional,PC,3,No,20k-50k,Anime,Not Sure,RGB,3,1,1,0,1,10-20%,2904.0,Unlikely
31-40,Prefer not to say,Tier 1,Working Professional,Console,4,No,20k-50k,Professional,Metal,Dark,1,1,0,0,0,Free Accessory,2773.0,Unlikely
26-30,Male,Tier 1,Student,Mobile,2,No,<20k,Professional,Not Sure,White,3,0,1,1,1,10-20%,3691.0,Unlikely
40+,Male,Tier 1,Student,Mobile,2,No,<20k,Professional,Metal,RGB,2,0,0,1,1,5-10%,3162.0,Very unlikely
16-20,Female,Tier 3,Content Creator,Mobile,1,Yes,2L+,RGB,Not Sure,RGB,2,0,1,0,0,10-20%,3305.0,Very unlikely
40+,Male,Tier 1,Content Creator,Console,5,No,1L-2L,RGB,PBT,Custom,4,1,1,0,0,10-20%,5314.0,Neutral
16-20,Male,Tier 3,Freelancer,PC,5,No,20k-50k,Anime,Metal,Dark,1,0,1,1,0,20-30%,3440.0,Unlikely
21-25,Male,Tier 1,Content Creator,PC,4,Yes,1L-2L,Gaming,ABS,White,5,0,0,0,1,5-10%,4750.0,Neutral
16-20,Male,Rural,Student,PC,3,No,<20k,RGB,Not Sure,White,4,1,0,0,1,5-10%,3795.0,Neutral
31-40,Male,Tier 1,Student,Mobile,3,No,<20k,Minimal,Metal,White,3,0,1,1,1,5-10%,3035.0,Unlikely
26-30,Male,Tier 3,Student,Mobile,1,No,2L+,Anime,PBT,Dark,3,1,1,1,1,10-20%,3439.0,Unlikely
21-25,Female,Tier 1,Working Professional,PC,2,No,50k-1L,Gaming,PBT,White,2,1,0,0,1,Bundle,3303.0,Unlikely
16-20,Male,Tier 2,Working Professional,Console,1,Yes,<20k,Minimal,PBT,Anime,2,0,0,0,1,10-20%,2336.0,Very unlikely
40+,Male,Tier 1,Content Creator,PC,5,No,20k-50k,Professional,PBT,Anime,2,0,0,1,1,Free Accessory,2863.0,Unlikely
21-25,Male,Tier 1,Freelancer,PC,2,Yes,2L+,RGB,Metal,Dark,5,1,1,1,1,20-30%,2754.0,Neutral
21-25,Male,Tier 3,Freelancer,PC,1,Yes,50k-1L,Minimal,ABS,White,5,0,1,1,1,5-10%,2841.0,Unlikely
16-20,Male,Tier 3,Freelancer,PC,4,No,2L+,Gaming,Not Sure,Custom,4,0,1,0,0,Free Accessory,4310.0,Neutral
21-25,Male,Tier 3,Working Professional,PC,5,No,<20k,Anime,ABS,Custom,5,1,1,1,1,Free Accessory,4184.0,Likely
40+,Female,Tier 2,Student,PC,3,No,50k-1L,Minimal,Not Sure,Custom,2,0,1,0,1,Bundle,3833.0,Unlikely
21-25,Male,Tier 3,Student,PC,1,Yes,1L-2L,Anime,ABS,Anime,4,1,0,0,0,5-10%,2121.0,Unlikely
40+,Prefer not to say,Tier 1,Working Professional,PC,5,No,50k-1L,Professional,Metal,Custom,4,1,1,1,0,10-20%,3812.0,Neutral
16-20,Male,Tier 1,Freelancer,Mobile,5,No,20k-50k,Gaming,Metal,White,1,1,1,1,1,5-10%,2591.0,Neutral
26-30,Male,Tier 1,Freelancer,PC,3,No,1L-2L,Gaming,Not Sure,White,5,1,0,1,0,20-30%,3354.0,Neutral
21-25,Male,Tier 2,Content Creator,Multiple,3,No,1L-2L,RGB,Metal,Custom,3,0,0,1,0,5-10%,3339.0,Unlikely
26-30,Male,Tier 1,Content Creator,PC,3,No,20k-50k,Gaming,Not Sure,RGB,3,0,0,0,1,Free Accessory,3510.0,Unlikely
40+,Female,Tier 1,Freelancer,PC,1,No,1L-2L,Minimal,ABS,Custom,1,0,1,0,1,Free Accessory,2209.0,Very unlikely
21-25,Male,Tier 2,Working Professional,PC,3,Yes,<20k,Minimal,Metal,RGB,2,1,0,0,0,10-20%,3438.0,Unlikely
31-40,Male,Tier 3,Freelancer,PC,4,Yes,50k-1L,Minimal,Metal,Dark,1,0,1,0,1,10-20%,1903.0,Unlikely
26-30,Female,Tier 1,Content Creator,Mobile,5,No,50k-1L,Professional,Not Sure,Dark,2,1,0,1,0,10-20%,3399.0,Neutral
21-25,Female,Tier 1,Freelancer,PC,3,No,20k-50k,Gaming,Not Sure,White,5,1,1,0,1,20-30%,2827.0,Neutral
26-30,Female,Tier 1,Working Professional,Multiple,5,Yes,<20k,Gaming,Not Sure,Anime,5,0,1,1,1,5-10%,5195.0,Neutral
21-25,Male,Tier 1,Student,Mobile,2,No,1L-2L,Minimal,Not Sure,White,4,0,0,1,0,Bundle,3693.0,Unlikely
16-20,Female,Tier 1,Working Professional,Console,2,No,50k-1L,RGB,PBT,White,4,1,1,0,0,5-10%,4318.0,Unlikely
26-30,Male,Tier 2,Working Professional,Console,3,No,50k-1L,RGB,Not Sure,Anime,4,1,0,0,0,10-20%,3781.0,Neutral
31-40,Male,Tier 2,Content Creator,Mobile,5,Yes,50k-1L,Gaming,PBT,White,4,1,1,0,0,20-30%,5224.0,Neutral
31-40,Male,Tier 2,Working Professional,PC,2,No,50k-1L,Gaming,ABS,Anime,3,1,1,0,0,5-10%,3124.0,Unlikely
40+,Male,Tier 1,Working Professional,Mobile,3,No,2L+,Anime,Not Sure,White,4,0,1,0,1,Free Accessory,3084.0,Unlikely
21-25,Male,Tier 3,Content Creator,PC,5,No,20k-50k,Gaming,PBT,Dark,4,0,0,1,1,5-10%,3897.0,Neutral
26-30,Male,Tier 1,Content Creator,PC,3,Yes,1L-2L,Minimal,PBT,RGB,4,0,1,1,0,Free Accessory,4115.0,Unlikely
40+,Female,Tier 2,Student,Console,5,No,1L-2L,Professional,PBT,White,2,1,0,0,0,5-10%,4284.0,Neutral
26-30,Male,Tier 3,Freelancer,Console,2,No,20k-50k,Gaming,Metal,RGB,4,1,1,0,0,5-10%,2834.0,Unlikely
21-25,Male,Tier 1,Working Professional,Mobile,3,No,<20k,Gaming,PBT,Custom,1,0,1,0,1,5-10%,2964.0,Very unlikely
31-40,Male,Tier 1,Content Creator,PC,2,No,20k-50k,Minimal,Not Sure,White,4,0,0,0,1,10-20%,2395.0,Unlikely
16-20,Female,Tier 3,Student,Mobile,3,Yes,50k-1L,Anime,Not Sure,Dark,4,0,0,0,0,Free Accessory,3074.0,Unlikely
31-40,Male,Tier 1,Freelancer,PC,1,No,50k-1L,Gaming,Not Sure,Anime,3,1,1,0,1,20-30%,1417.0,Unlikely
40+,Male,Tier 2,Content Creator,PC,2,No,20k-50k,RGB,PBT,Dark,4,1,1,1,1,Bundle,3349.0,Unlikely
16-20,Female,Tier 1,Freelancer,PC,2,No,20k-50k,RGB,PBT,RGB,2,1,1,1,0,Free Accessory,1795.0,Unlikely
40+,Female,Tier 2,Freelancer,PC,4,Yes,1L-2L,RGB,Metal,Anime,5,0,1,0,0,10-20%,3270.0,Neutral
21-25,Male,Tier 1,Working Professional,PC,2,No,1L-2L,Professional,ABS,Dark,4,0,1,0,1,Free Accessory,4098.0,Unlikely
16-20,Male,Tier 1,Working Professional,Console,5,No,2L+,Professional,Metal,Dark,4,0,1,1,1,20-30%,3528.0,Neutral
40+,Female,Tier 2,Content Creator,Mobile,3,No,2L+,Gaming,Not Sure,Dark,4,0,0,0,1,Free Accessory,3031.0,Unlikely
21-25,Male,Tier 1,Freelancer,PC,1,No,50k-1L,Gaming,Not Sure,Anime,3,0,1,0,1,10-20%,2876.0,Very unlikely
31-40,Male,Tier 1,Content Creator,Console,5,No,2L+,Gaming,Not Sure,Dark,5,0,0,0,1,10-20%,5180.0,Neutral
21-25,Female,Tier 1,Content Creator,Mobile,5,No,2L+,Professional,Metal,Dark,3,1,1,1,0,Bundle,3390.0,Neutral
26-30,Male,Tier 1,Freelancer,Mobile,5,No,<20k,Gaming,Not Sure,RGB,3,0,1,0,1,20-30%,4207.0,Neutral
21-25,Male,Tier 1,Content Creator,Console,5,No,20k-50k,Minimal,Not Sure,Dark,3,0,0,1,0,Bundle,4130.0,Unlikely
21-25,Male,Tier 1,Freelancer,PC,1,No,1L-2L,Anime,Not Sure,Dark,2,1,1,0,0,5-10%,3150.0,Very unlikely
26-30,Male,Tier 3,Freelancer,Mobile,4,No,2L+,RGB,PBT,Custom,5,1,1,0,1,10-20%,4551.0,Neutral
40+,Male,Tier 1,Freelancer,Console,2,Yes,1L-2L,RGB,ABS,Anime,2,1,0,1,0,Bundle,2120.0,Unlikely
40+,Female,Tier 2,Freelancer,PC,5,Yes,2L+,Minimal,PBT,Custom,2,1,1,0,1,10-20%,3983.0,Neutral
21-25,Male,Tier 1,Student,PC,2,No,2L+,Gaming,PBT,RGB,5,1,0,1,0,10-20%,3241.0,Neutral
26-30,Male,Tier 1,Freelancer,Mobile,2,No,50k-1L,Professional,ABS,Custom,2,1,1,1,1,5-10%,2612.0,Unlikely
26-30,Male,Tier 3,Working Professional,PC,5,Yes,<20k,Gaming,ABS,White,5,0,1,0,0,10-20%,3834.0,Neutral
31-40,Male,Tier 1,Working Professional,Multiple,4,Yes,20k-50k,Gaming,Metal,Anime,4,0,0,1,1,Bundle,3639.0,Unlikely
40+,Prefer not to say,Rural,Working Professional,PC,2,Yes,20k-50k,RGB,ABS,Dark,3,0,0,1,1,20-30%,2525.0,Very unlikely
16-20,Male,Tier 1,Freelancer,Mobile,3,No,50k-1L,RGB,Metal,Custom,2,0,1,0,0,Free Accessory,3105.0,Unlikely
40+,Male,Tier 2,Working Professional,PC,2,No,50k-1L,Professional,Metal,Custom,5,1,0,0,0,Bundle,2709.0,Neutral
40+,Male,Tier 2,Student,Console,5,Yes,20k-50k,RGB,PBT,Dark,1,1,0,0,0,5-10%,3549.0,Unlikely
31-40,Male,Tier 3,Content Creator,Mobile,1,No,20k-50k,Gaming,Not Sure,Dark,2,0,0,1,1,Free Accessory,2373.0,Very unlikely
16-20,Male,Tier 2,Freelancer,PC,2,No,<20k,Minimal,PBT,RGB,2,1,1,0,0,10-20%,2541.0,Unlikely
31-40,Female,Tier 2,Working Professional,Console,4,No,2L+,Professional,PBT,Custom,5,1,0,0,0,Bundle,5464.0,Neutral
16-20,Prefer not to say,Tier 1,Student,PC,3,No,<20k,Minimal,ABS,Custom,1,0,0,0,1,Free Accessory,2902.0,Very unlikely
21-25,Male,Tier 1,Content Creator,PC,3,Yes,20k-50k,Gaming,ABS,White,1,0,0,0,1,Bundle,2270.0,Very unlikely
16-20,Male,Tier 3,Student,PC,1,No,2L+,Professional,Metal,White,4,0,0,1,0,10-20%,2787.0,Very unlikely
31-40,Female,Tier 1,Working Professional,Mobile,1,Yes,20k-50k,Minimal,Metal,Custom,2,0,0,0,0,Bundle,2580.0,Very unlikely
40+,Female,Tier 1,Student,PC,2,Yes,<20k,Professional,Metal,White,3,0,1,0,1,5-10%,2838.0,Unlikely
16-20,Male,Tier 3,Content Creator,PC,5,No,<20k,Gaming,ABS,Custom,2,0,1,0,1,Free Accessory,3538.0,Unlikely
16-20,Male,Tier 1,Working Professional,PC,4,Yes,<20k,Professional,Metal,Anime,3,0,1,0,1,Free Accessory,2987.0,Unlikely
26-30,Male,Rural,Content Creator,Mobile,3,No,2L+,Gaming,Metal,RGB,3,0,1,0,0,Free Accessory,3331.0,Unlikely
40+,Female,Tier 2,Student,Mobile,1,Yes,1L-2L,Professional,ABS,White,5,1,1,1,0,Bundle,2726.0,Neutral
21-25,Female,Tier 2,Freelancer,PC,4,Yes,1L-2L,Professional,Not Sure,Custom,2,0,0,0,1,10-20%,3360.0,Unlikely
31-40,Male,Tier 3,Freelancer,PC,5,No,20k-50k,RGB,PBT,White,5,1,0,0,1,Bundle,4042.0,Likely
21-25,Male,Tier 1,Freelancer,Multiple,3,No,2L+,Gaming,ABS,RGB,4,0,1,1,1,Bundle,2737.0,Unlikely
40+,Female,Tier 1,Freelancer,PC,3,No,50k-1L,Anime,Metal,Anime,3,1,0,0,0,Free Accessory,4211.0,Unlikely
16-20,Female,Tier 2,Content Creator,Mobile,5,No,1L-2L,Professional,PBT,Dark,1,0,0,1,0,10-20%,4668.0,Unlikely
16-20,Prefer not to say,Tier 1,Freelancer,Mobile,3,No,2L+,Minimal,ABS,Dark,3,0,0,1,0,20-30%,3895.0,Unlikely
40+,Female,Tier 2,Content Creator,Mobile,5,No,2L+,RGB,PBT,White,4,0,1,1,0,10-20%,4423.0,Neutral
16-20,Male,Tier 3,Working Professional,PC,3,No,1L-2L,RGB,PBT,Custom,3,0,0,1,1,Bundle,4021.0,Unlikely
16-20,Male,Tier 2,Freelancer,Mobile,2,Yes,2L+,Professional,Not Sure,RGB,5,0,0,0,1,5-10%,3610.0,Unlikely
16-20,Male,Tier 1,Content Creator,Mobile,5,Yes,2L+,Anime,Metal,Anime,2,1,1,0,0,10-20%,3334.0,Neutral
31-40,Male,Rural,Freelancer,Console,4,No,1L-2L,RGB,ABS,Anime,1,0,1,1,1,Free Accessory,3084.0,Unlikely
31-40,Male,Tier 2,Freelancer,PC,2,Yes,<20k,Gaming,Metal,Anime,5,0,0,1,1,5-10%,2710.0,Unlikely
26-30,Female,Tier 2,Freelancer,PC,4,Yes,20k-50k,Professional,Not Sure,Dark,2,0,0,1,0,20-30%,3006.0,Unlikely
21-25,Male,Tier 1,Content Creator,PC,3,Yes,50k-1L,Professional,Not Sure,RGB,1,1,1,1,1,20-30%,2952.0,Unlikely
40+,Female,Tier 3,Student,Console,4,Yes,20k-50k,Anime,ABS,Dark,4,1,1,1,0,5-10%,4141.0,Neutral
40+,Male,Tier 2,Freelancer,Console,2,Yes,<20k,Gaming,ABS,White,3,1,0,0,0,20-30%,3212.0,Unlikely
40+,Prefer not to say,Tier 3,Freelancer,PC,5,Yes,<20k,Gaming,Not Sure,Anime,1,1,0,1,0,5-10%,4122.0,Unlikely
26-30,Male,Tier 3,Working Professional,Console,1,Yes,2L+,Anime,ABS,RGB,4,1,1,0,1,Bundle,2689.0,Unlikely
31-40,Male,Tier 1,Student,PC,4,Yes,20k-50k,Minimal,PBT,Anime,2,1,0,1,0,5-10%,3043.0,Unlikely
26-30,Male,Tier 2,Content Creator,Mobile,1,No,<20k,Gaming,PBT,Dark,1,0,1,1,1,Bundle,2361.0,Very unlikely
40+,Male,Tier 3,Working Professional,Multiple,4,Yes,20k-50k,Minimal,Not Sure,Dark,4,0,1,0,1,Free Accessory,3499.0,Neutral
21-25,Female,Tier 1,Freelancer,PC,4,No,<20k,Minimal,Metal,Dark,2,0,1,1,0,Free Accessory,2936.0,Unlikely
16-20,Female,Tier 3,Working Professional,PC,5,No,50k-1L,Professional,ABS,Anime,5,1,0,0,0,20-30%,5512.0,Likely
31-40,Male,Tier 3,Working Professional,PC,3,No,<20k,Professional,ABS,RGB,3,0,0,0,0,5-10%,3405.0,Unlikely
31-40,Male,Tier 2,Freelancer,Mobile,2,No,20k-50k,RGB,PBT,RGB,4,0,1,1,0,Bundle,2336.0,Unlikely
26-30,Male,Tier 2,Student,Mobile,2,No,2L+,Professional,ABS,White,5,1,1,1,0,Free Accessory,3201.0,Neutral
31-40,Male,Tier 3,Student,Multiple,2,Yes,20k-50k,Gaming,Metal,Anime,2,0,1,0,1,Free Accessory,2657.0,Very unlikely
40+,Female,Tier 3,Working Professional,PC,3,No,1L-2L,Gaming,ABS,White,1,0,1,0,1,Free Accessory,3503.0,Very unlikely
40+,Female,Tier 1,Freelancer,Multiple,1,Yes,20k-50k,Minimal,ABS,White,3,0,0,1,1,20-30%,2492.0,Very unlikely
26-30,Male,Tier 1,Content Creator,PC,2,No,50k-1L,Gaming,PBT,White,2,1,1,0,0,Free Accessory,2985.0,Unlikely
40+,Female,Tier 2,Working Professional,Mobile,1,No,50k-1L,Professional,ABS,White,4,1,1,1,0,10-20%,2955.0,Unlikely
21-25,Male,Tier 2,Content Creator,PC,3,Yes,50k-1L,Professional,Not Sure,Dark,3,0,1,1,1,20-30%,3701.0,Unlikely
26-30,Female,Tier 2,Working Professional,Mobile,3,No,<20k,Professional,Not Sure,White,5,0,0,1,0,5-10%,3761.0,Unlikely
21-25,Male,Tier 2,Working Professional,Console,5,No,50k-1L,Anime,Metal,RGB,3,1,1,0,1,10-20%,3919.0,Neutral
16-20,Female,Tier 1,Freelancer,Mobile,2,Yes,20k-50k,Gaming,Metal,White,5,1,1,1,1,20-30%,3026.0,Neutral
21-25,Female,Tier 2,Freelancer,Mobile,5,No,2L+,RGB,Metal,Dark,2,1,1,0,1,20-30%,3539.0,Neutral
16-20,Male,Tier 1,Content Creator,PC,2,No,50k-1L,Gaming,Metal,Custom,1,1,1,0,0,Bundle,3367.0,Very unlikely
16-20,Female,Tier 2,Content Creator,PC,3,No,20k-50k,Gaming,PBT,Custom,3,0,1,1,0,10-20%,3547.0,Unlikely
21-25,Male,Tier 2,Student,Mobile,3,Yes,<20k,Anime,ABS,Custom,1,1,0,0,1,10-20%,3109.0,Unlikely
26-30,Male,Tier 1,Freelancer,PC,4,Yes,<20k,Gaming,PBT,Anime,1,0,0,0,0,10-20%,3227.0,Very unlikely
40+,Male,Tier 1,Working Professional,PC,4,No,2L+,Minimal,Metal,RGB,3,1,0,0,0,Free Accessory,4908.0,Neutral
40+,Prefer not to say,Tier 2,Working Professional,Console,3,No,2L+,Professional,ABS,Dark,3,0,1,0,0,Free Accessory,2935.0,Unlikely
16-20,Female,Tier 2,Student,Console,3,No,20k-50k,Professional,Not Sure,Custom,1,1,1,0,1,5-10%,2167.0,Unlikely
16-20,Female,Tier 1,Freelancer,PC,1,No,2L+,Anime,PBT,Dark,4,1,0,1,1,5-10%,2403.0,Unlikely
26-30,Female,Rural,Working Professional,PC,1,Yes,2L+,Professional,ABS,Dark,4,1,1,1,1,5-10%,3481.0,Unlikely
31-40,Male,Tier 2,Student,PC,5,No,<20k,Minimal,Not Sure,Anime,3,0,0,0,1,Free Accessory,4151.0,Unlikely
21-25,Female,Rural,Student,PC,4,No,20k-50k,Anime,Not Sure,Custom,1,0,1,1,1,Bundle,3030.0,Unlikely
16-20,Male,Tier 2,Working Professional,Mobile,4,No,2L+,RGB,Metal,White,1,0,0,1,0,5-10%,2292.0,Very unlikely
40+,Male,Tier 2,Working Professional,Multiple,3,Yes,20k-50k,Professional,Not Sure,Dark,2,0,0,1,1,20-30%,2292.0,Very unlikely
26-30,Male,Tier 3,Content Creator,Mobile,3,Yes,50k-1L,Gaming,Not Sure,Custom,1,1,1,0,0,Free Accessory,2991.0,Unlikely
21-25,Female,Tier 2,Freelancer,PC,5,No,<20k,Minimal,Metal,Dark,4,1,1,0,1,Bundle,3553.0,Neutral
26-30,Female,Tier 2,Content Creator,Multiple,4,Yes,<20k,Minimal,ABS,Anime,2,1,0,1,0,20-30%,2755.0,Unlikely
21-25,Male,Tier 1,Student,Console,1,No,<20k,Professional,ABS,Anime,4,0,0,1,0,20-30%,3772.0,Very unlikely
21-25,Male,Tier 2,Working Professional,PC,2,Yes,1L-2L,RGB,Metal,White,5,1,1,1,1,Free Accessory,3073.0,Neutral
16-20,Female,Tier 1,Content Creator,Multiple,5,Yes,20k-50k,Gaming,PBT,Anime,3,1,0,0,0,10-20%,4658.0,Neutral
26-30,Male,Tier 1,Student,Mobile,2,Yes,50k-1L,RGB,Metal,Custom,5,1,1,0,0,Bundle,3610.0,Neutral
26-30,Female,Tier 1,Freelancer,Mobile,1,No,2L+,RGB,ABS,Anime,3,0,0,1,0,Free Accessory,2598.0,Very unlikely
40+,Prefer not to say,Tier 1,Working Professional,Mobile,1,No,50k-1L,Professional,PBT,White,4,0,1,0,0,10-20%,2065.0,Unlikely
40+,Male,Rural,Content Creator,PC,2,No,20k-50k,Gaming,Metal,RGB,4,1,1,0,0,Free Accessory,3614.0,Unlikely
16-20,Male,Tier 1,Freelancer,PC,5,No,<20k,Professional,ABS,Dark,5,0,1,0,0,Free Accessory,4529.0,Neutral
16-20,Female,Tier 2,Content Creator,Mobile,2,Yes,1L-2L,Professional,ABS,Dark,3,0,0,1,1,20-30%,2845.0,Very unlikely
31-40,Female,Tier 3,Student,PC,5,Yes,20k-50k,Minimal,ABS,Custom,3,1,1,0,0,Free Accessory,4453.0,Neutral
40+,Male,Tier 2,Freelancer,PC,5,No,20k-50k,Professional,Not Sure,White,2,1,1,0,1,10-20%,3200.0,Neutral
21-25,Prefer not to say,Tier 1,Content Creator,Mobile,3,No,2L+,Anime,Not Sure,White,1,0,1,1,0,20-30%,3079.0,Very unlikely
26-30,Male,Tier 2,Freelancer,Mobile,4,No,50k-1L,Gaming,PBT,White,2,0,0,1,0,10-20%,2905.0,Unlikely
16-20,Male,Tier 2,Student,Console,4,No,50k-1L,Minimal,PBT,Dark,4,1,1,1,0,10-20%,2855.0,Neutral
26-30,Female,Tier 2,Freelancer,Mobile,1,No,2L+,Gaming,PBT,Anime,5,1,1,0,0,20-30%,2314.0,Neutral
26-30,Female,Tier 3,Content Creator,Mobile,3,Yes,1L-2L,Minimal,Not Sure,Dark,3,1,1,0,0,10-20%,3164.0,Unlikely
31-40,Male,Rural,Student,Mobile,4,No,<20k,Anime,PBT,Dark,2,1,1,0,0,5-10%,5024.0,Unlikely
40+,Female,Tier 2,Working Professional,PC,5,Yes,<20k,Professional,ABS,Dark,5,1,1,0,0,Free Accessory,4234.0,Likely
16-20,Male,Tier 1,Content Creator,PC,5,No,1L-2L,Minimal,ABS,Anime,5,1,0,0,0,20-30%,4919.0,Likely
26-30,Male,Tier 2,Content Creator,PC,2,No,2L+,Minimal,PBT,RGB,1,1,1,0,1,20-30%,1596.0,Very unlikely
16-20,Male,Tier 1,Student,PC,2,Yes,20k-50k,Minimal,PBT,Custom,3,0,1,1,1,5-10%,2392.0,Unlikely
21-25,Female,Tier 3,Student,PC,5,No,50k-1L,Anime,Not Sure,RGB,5,0,0,0,1,5-10%,3599.0,Neutral
31-40,Male,Tier 1,Working Professional,PC,5,Yes,20k-50k,Gaming,ABS,RGB,3,1,0,0,1,5-10%,3730.0,Neutral
21-25,Male,Tier 1,Content Creator,Console,2,No,50k-1L,Anime,Metal,Dark,2,0,0,1,0,5-10%,3975.0,Very unlikely
16-20,Male,Tier 3,Student,Multiple,4,No,20k-50k,Minimal,Metal,RGB,5,0,0,1,0,Bundle,4010.0,Neutral
16-20,Female,Tier 2,Working Professional,PC,1,No,2L+,Minimal,Not Sure,Dark,5,1,1,0,0,20-30%,3419.0,Neutral
40+,Male,Tier 1,Working Professional,Mobile,2,No,2L+,Professional,Not Sure,Dark,2,1,0,0,1,10-20%,2691.0,Unlikely
